SKU,Product Title,Element Symbol,Element Name,Atomic Number,Collection Type,Retail Price,Current Stock,Status,Available for Subscription,Tags,Notes
Te10.1mm,Tellurium Metal Cube 99.99%,Te,Tellurium,52.0,10mm Cube,4.4,2.0,Archived,No,"class:mid, cubes, form:cube, purity:4N, size:micro",Archived
Lu10.1mm,Lutetium Metal Cube 99.95%,Lu,Lutetium,71.0,10mm Cube,15.0,1.0,Archived,No,"class:exotic, cubes, form:cube, purity:3N, size:micro",Archived
Ge10.1mm,Germanium Cube 99.999%,Ge,Germanium,32.0,10mm Cube,3.25,0.0,Archived,No,"class:mid, cubes, form:cube, purity:5N, size:micro",Out of stock; Archived
Er10.1mm,Erbium Metal Cube 99.95%,Er,Erbium,68.0,10mm Cube,4.4,99.0,Archived,No,"class:exotic, cubes, form:cube, purity:3N, size:micro",Archived
Sm10.1mm,Samarium Metal Cube 99.99%,Sm,Samarium,62.0,10mm Cube,1.25,0.0,Archived,No,"class:exotic, cubes, form:cube, purity:4N, size:micro",Out of stock; Archived
Tb10.1mm,Terbium Metal Cube 99.9%,Tb,Terbium,65.0,10mm Cube,5.0,0.0,Archived,No,"class:exotic, cubes, form:cube, purity:3N, size:micro",Out of stock; Archived
Ca10.1mm_empty,Calcium Metal Cube 99.9%,Ca,Calcium,20.0,10mm Cube,1.0,0.0,Active,No,"class:reactive, cubes, form:cube, purity:3N, size:micro",Out of stock
Yb10.1mm,Ytterbium Metal Cube 99.9%,Yb,Ytterbium,70.0,10mm Cube,1.25,0.0,Archived,No,"class:exotic, cubes, form:cube, purity:3N, size:micro",Out of stock; Archived
Dy10.1mm,Dysprosium Metal Cube 99.5%,Dy,Dysprosium,66.0,10mm Cube,2.0,156.0,Archived,No,"class:exotic, cubes, form:cube, purity:none, size:micro",Archived
Ho10.1mm,Holmium Metal Cube 99.9%,Ho,Holmium,67.0,10mm Cube,1.5,0.0,Archived,No,"class:exotic, cubes, form:cube, purity:3N, size:micro",Out of stock; Archived
Ag10.1mm_empty,Silver Metal Cube 99.9%,Ag,Silver,47.0,10mm Cube,1.0,7.0,Archived,No,"class:precious, cubes, form:cube, purity:3N, size:standard",Archived
Se10.1mm,Selenium Metal Cube 99.99%,Se,Selenium,34.0,10mm Cube,4.4,0.0,Archived,No,"class:mid, cubes, form:cube, purity:4N, size:micro",Out of stock; Archived
Tm10.1mm,Thulium Metal Cube 99.9%,Tm,Thulium,69.0,10mm Cube,2.0,0.0,Archived,No,"class:exotic, cubes, form:cube, purity:3N, size:micro",Out of stock; Archived
Au10.1mm_empty,Gold Mirror Cube 99.99%,Au,Gold,79.0,10mm Cube,1.0,0.0,Draft,No,"class:precious, cubes, form:cube, purity:4N, size:micro",Precious metal - exclude from normal assignment; Out of stock; Draft
Os10mm,Osmium Metal Cube 99.95%,Os,Osmium,76.0,10mm Cube,2479.0,23.0,Draft,No,"class:precious, cubes, form:cube, purity:3N, size:micro",Precious metal - exclude from normal assignment; Draft
Os25.4mm,Osmium Metal Cube 99.95%,Os,Osmium,76.0,25.4mm Cube,25000.0,1.0,Draft,No,"class:precious, cubes, form:cube, purity:3N, size:micro",Precious metal - exclude from normal assignment; Draft
P10.1mm,Violet Phosphorus Cube 99.99%,P,Phosphorus,15.0,10mm Cube,5.5,0.0,Archived,No,"class:common, cubes, form:cube, purity:4N, size:micro",Out of stock; Archived
Tl10.1mm_empty,Thallium Metal Cube 99.99%,Tl,Thallium,81.0,10mm Cube,1.0,12.0,Archived,No,"class:mid, cubes, form:cube, purity:4N, size:micro",Archived
10mm_glass_case,Wood and Glass Display Case for 10mm Sets,,,,Other,10.0,0.0,Archived,No,"purity:none, size:large",Out of stock; Archived
Al10mm_mp,Aluminum Mirror Polished Cube,Al,Aluminum,13.0,10mm Cube,29.0,8.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Al25.4mm_mp,Aluminum Mirror Polished Cube,Al,Aluminum,13.0,25.4mm Cube,52.0,21.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Al50mm_mp,Aluminum Mirror Polished Cube,Al,Aluminum,13.0,50mm Cube,99.0,0.0,Active,No,"class:common, form:cube, purity:none, size:micro",Out of stock
Bi10mm_mp,Bismuth Mirror Cube,Bi,Bismuth,83.0,10mm Cube,30.0,2.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Bi25.4mm_mp,Bismuth Mirror Cube,Bi,Bismuth,83.0,25.4mm Cube,60.0,0.0,Active,No,"class:common, form:cube, purity:none, size:micro",Out of stock
Bi50mm_mp,Bismuth Mirror Cube,Bi,Bismuth,83.0,50mm Cube,375.0,2.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Cd10mm_mp,Cadmium Mirror Cube,Cd,Cadmium,48.0,10mm Cube,40.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Cd25.4mm_mp,Cadmium Mirror Cube,Cd,Cadmium,48.0,25.4mm Cube,125.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Cd50mm_mp,Cadmium Mirror Cube,Cd,Cadmium,48.0,50mm Cube,295.0,2.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
C10mm_satin,Carbon Satin Cube,C,Carbon,6.0,10mm Cube,23.0,0.0,Active,No,"class:common, form:cube, purity:4N, size:micro",Out of stock
C25.4m_satin,Carbon Satin Cube,C,Carbon,6.0,10mm Cube,32.0,0.0,Active,No,"class:common, form:cube, purity:4N, size:micro",Out of stock
C50mm_satin,Carbon Satin Cube,C,Carbon,6.0,50mm Cube,50.0,0.0,Active,No,"class:common, form:cube, purity:4N, size:micro",Out of stock
Cr10mm_mp,Chromium Mirror Cube,Cr,Chromium,24.0,10mm Cube,40.0,7.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Cr25.4mm_mp,Chromium Mirror Cube,Cr,Chromium,24.0,25.4mm Cube,75.0,17.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Cr50mm_mp,Chromium Mirror Cube,Cr,Chromium,24.0,50mm Cube,423.3,4.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Co10mm_mp,Cobalt Mirror Cube,Co,Cobalt,27.0,10mm Cube,40.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Co25.4mm_mp,Cobalt Mirror Cube,Co,Cobalt,27.0,25.4mm Cube,125.0,20.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Co50mm_mp,Cobalt Mirror Cube,Co,Cobalt,27.0,50mm Cube,325.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Cu10mm_mp,Copper Mirror Cube,Cu,Copper,29.0,10mm Cube,30.0,8.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Cu25.4mm_mp,Copper Mirror Cube,Cu,Copper,29.0,25.4mm Cube,57.0,20.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Cu50mm_mp,Copper Mirror Cube,Cu,Copper,29.0,50mm Cube,165.0,9.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Cu100mm_mp,Copper Mirror Cube,Cu,Copper,29.0,10mm Cube,575.0,0.0,Active,No,"class:common, form:cube, purity:none, size:micro",Out of stock
Dy10mm_mp,Dysprosium Mirror Cube,Dy,Dysprosium,66.0,10mm Cube,69.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Dy25.4mm_mp,Dysprosium Mirror Cube,Dy,Dysprosium,66.0,25.4mm Cube,385.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Er10mm_mp,Erbium Mirror Cube,Er,Erbium,68.0,10mm Cube,76.0,4.0,Active,Yes,"class:exotic, form:cube, purity:none, size:micro",
Er25.4mm_mp,Erbium Mirror Cube,Er,Erbium,68.0,25.4mm Cube,245.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Gd10mm_mp,Gadolinium Mirror Cube,Gd,Gadolinium,64.0,10mm Cube,55.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Gd25.4mm_mp,Gadolinium Mirror Cube,Gd,Gadolinium,64.0,25.4mm Cube,180.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Hf10mm_mp,Hafnium Mirror Cube,Hf,Hafnium,72.0,10mm Cube,125.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Hf25.4mm_mp,Hafnium Mirror Cube,Hf,Hafnium,72.0,25.4mm Cube,1250.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Ho10mm_mp,Holmium Mirror Cube,Ho,Holmium,67.0,10mm Cube,71.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Ho25.4mm_mp,Holmium Mirror Cube,Ho,Holmium,67.0,25.4mm Cube,250.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Fe10mm_mp,Iron Mirror Cube,Fe,Iron,26.0,10mm Cube,25.0,200.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Fe25.4mm_mp,Iron Mirror Cube,Fe,Iron,26.0,25.4mm Cube,28.75,48.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Fe50mm_mp,Iron Mirror Cube,Fe,Iron,26.0,50mm Cube,160.0,6.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Lu10mm_mp,Lutetium Mirror Cube,Lu,Lutetium,71.0,10mm Cube,125.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Lu25.4mm_mp,Lutetium Mirror Cube,Lu,Lutetium,71.0,25.4mm Cube,1200.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Mo10mm_mp,Molybdenum Mirror Cube,Mo,Molybdenum,42.0,10mm Cube,35.0,12.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Mo25.4mm_mp,Molybdenum Mirror Cube,Mo,Molybdenum,42.0,25.4mm Cube,75.0,30.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Mo50mm_mp,Molybdenum Mirror Cube,Mo,Molybdenum,42.0,50mm Cube,260.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Mg10mm_mp,Magnesium Mirror Cube,Mg,Magnesium,12.0,10mm Cube,33.0,0.0,Active,No,"class:common, form:cube, purity:none, size:micro",Out of stock
Mg25.4mm_mp,Magnesium Mirror Cube,Mg,Magnesium,12.0,25.4mm Cube,55.0,0.0,Active,No,"class:common, form:cube, purity:none, size:micro",Out of stock
Mg50mm_mp,Magnesium Mirror Cube,Mg,Magnesium,12.0,50mm Cube,195.0,1.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Ni10mm_mp,Nickel Mirror Cube,Ni,Nickel,28.0,10mm Cube,30.0,11.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Ni25.4mm_mp,Nickel Mirror Cube,Ni,Nickel,28.0,25.4mm Cube,50.0,4.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Ni50mm_mp,Nickel Mirror Cube,Ni,Nickel,28.0,50mm Cube,270.25,4.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Nb10mm_mp,Niobium Mirror Cube,Nb,Niobium,41.0,10mm Cube,37.5,5.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Nb25.4mm_mp,Niobium Mirror Cube,Nb,Niobium,41.0,25.4mm Cube,119.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Nb50mm_mp,Niobium Mirror Cube,Nb,Niobium,41.0,50mm Cube,500.0,5.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Sm10mm_mp,Samarium Mirror Cube,Sm,Samarium,62.0,10mm Cube,40.0,18.0,Active,Yes,"class:exotic, form:cube, purity:none, size:standard",
Sc10mm_mp,Scandium Mirror Cube,Sc,Scandium,21.0,10mm Cube,150.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Sc25.4mm_mp,Scandium Mirror Cube,Sc,Scandium,21.0,25.4mm Cube,990.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Ag10mm_mp,Silver Mirror Cube,Ag,Silver,47.0,10mm Cube,51.0,0.0,Active,No,"class:precious, form:cube, purity:none, size:micro",Out of stock
Ag25.4mm_mp,Silver Mirror Cube,Ag,Silver,47.0,25.4mm Cube,390.0,0.0,Active,No,"class:precious, form:cube, purity:none, size:micro",Out of stock
Ag50mm_mp,Silver Mirror Cube,Ag,Silver,47.0,50mm Cube,2500.0,0.0,Active,No,"class:precious, form:cube, purity:none, size:micro",Out of stock
Ta10mm_mp,Tantalum Mirror Cube,Ta,Tantalum,73.0,10mm Cube,56.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:small",Out of stock
Ta25.4mm_mp,Tantalum Mirror Cube,Ta,Tantalum,73.0,25.4mm Cube,410.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:small",Out of stock
Ta50mm_mp,Tantalum Mirror Cube,Ta,Tantalum,73.0,50mm Cube,1429.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:small",Out of stock
Tb10mm_mp,Terbium Mirror Cube,Tb,Terbium,65.0,10mm Cube,145.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Tb25.4mm_mp,Terbium Mirror Cube,Tb,Terbium,65.0,25.4mm Cube,900.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Tm10mm_mp,Thulium Mirror Cube,Tm,Thulium,69.0,10mm Cube,175.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Tm25.4mm_mp,Thulium Mirror Cube,Tm,Thulium,69.0,25.4mm Cube,1150.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Ti10mm_mp,Titanium Mirror Cube,Ti,Titanium,22.0,10mm Cube,27.5,29.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Ti25.4mm_mp,Titanium Mirror Cube,Ti,Titanium,22.0,25.4mm Cube,49.0,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
Ti50mm_mp,Titanium Mirror Cube,Ti,Titanium,22.0,50mm Cube,270.25,5.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
W10mm_mp,Tungsten Mirror Cube,W,Tungsten,74.0,10mm Cube,50.0,38.0,Active,Yes,"class:mid, form:cube, purity:none, size:standard",
W25.4mm_mp,Tungsten Mirror Cube,W,Tungsten,74.0,25.4mm Cube,140.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:standard",Out of stock
W50mm_mp,Tungsten Mirror Cube,W,Tungsten,74.0,50mm Cube,1488.0,3.0,Active,Yes,"class:mid, form:cube, purity:none, size:standard",
V10mm_mp,Vanadium Mirror Cube,V,Vanadium,23.0,10mm Cube,60.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
V25.4mm_mp,Vanadium Mirror Cube,V,Vanadium,23.0,25.4mm Cube,155.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Yb10mm_mp,Ytterbium Mirror Cube,Yb,Ytterbium,70.0,10mm Cube,75.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Yb25.4mm_mp,Ytterbium Mirror Cube,Yb,Ytterbium,70.0,25.4mm Cube,275.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Yb50mm_mp,Ytterbium Mirror Cube,Yb,Ytterbium,70.0,50mm Cube,1000.0,10.0,Active,Yes,"class:exotic, form:cube, purity:none, size:micro",
Y10mm_mp,Yttrium Mirror Cube,Y,Yttrium,39.0,10mm Cube,52.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Y25.4mm_mp,Yttrium Mirror Cube,Y,Yttrium,39.0,25.4mm Cube,195.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Y50mm_mp,Yttrium Mirror Cube,Y,Yttrium,39.0,50mm Cube,550.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Zn10mm_mp,Zinc Mirror Cube,Zn,Zinc,30.0,10mm Cube,29.0,4.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Zn25.4mm_mp,Zinc Mirror Cube,Zn,Zinc,30.0,25.4mm Cube,58.0,14.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Zn50mm_mp,Zinc Mirror Cube,Zn,Zinc,30.0,50mm Cube,198.0,4.0,Active,Yes,"class:common, form:cube, purity:none, size:micro",
Zr10mm_mp,Zirconium Mirror Cube,Zr,Zirconium,40.0,10mm Cube,35.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Zr25.4mm_mp,Zirconium Mirror Cube,Zr,Zirconium,40.0,25.4mm Cube,69.0,5.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Zr50mm_mp,Zirconium Mirror Cube,Zr,Zirconium,40.0,50mm Cube,175.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Sn10mm_mp,Tin Mirror Cube,Sn,Tin,50.0,10mm Cube,36.0,0.0,Active,No,"class:common, form:cube, purity:none, size:micro",Out of stock
Sn25.4mm_mp,Tin Mirror Cube,Sn,Tin,50.0,25.4mm Cube,99.0,0.0,Active,No,"class:common, form:cube, purity:none, size:micro",Out of stock
Sn50mm_mp,Tin Mirror Cube,Sn,Tin,50.0,50mm Cube,209.0,0.0,Active,No,"class:common, form:cube, purity:none, size:micro",Out of stock
Hg10mm_sg,"Mercury Metal ""Cube""",Hg,Mercury,80.0,10mm Cube,20.0,6.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Hg10mm,"Mercury Metal ""Cube""",Hg,Mercury,80.0,10mm Cube,65.0,41.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
F10mm,Fluorine Cube 75%,F,Fluorine,9.0,10mm Cube,8.5,102.0,Active,Yes,"class:exotic, cubes, form:cube, purity:none, size:micro",
F25.4mm,Fluorine Cube 75%,F,Fluorine,9.0,25.4mm Cube,16.5,23.0,Active,Yes,"class:exotic, cubes, form:cube, purity:none, size:micro",
,Fluorine Cube 75%,F,Fluorine,9.0,10mm Cube,,4.0,Active,Yes,"class:exotic, cubes, form:cube, purity:none, size:micro",
Ar10mm,Gas cubes,Ar,Argon,18.0,10mm Cube,16.5,37.0,Active,Yes,"class:exotic, form:cube, purity:4N, size:small",
F10mm_glass,Gas cubes,F,Fluorine,9.0,10mm Cube,40.0,20.0,Active,Yes,"class:exotic, form:cube, purity:4N, size:small",
He10mm,Gas cubes,He,Helium,2.0,10mm Cube,16.5,36.0,Active,Yes,"class:exotic, form:cube, purity:4N, size:small",
H10mm,Gas cubes,H,Hydrogen,1.0,10mm Cube,19.5,23.0,Active,Yes,"class:exotic, form:cube, purity:4N, size:small",
Kr10mm,Gas cubes,Kr,Krypton,36.0,10mm Cube,19.5,3.0,Active,Yes,"class:exotic, form:cube, purity:4N, size:small",
O10mm,Gas cubes,O,Oxygen,8.0,10mm Cube,16.5,42.0,Active,Yes,"class:exotic, form:cube, purity:4N, size:small",
Ne10mm,Gas cubes,Ne,Neon,10.0,10mm Cube,16.5,0.0,Active,No,"class:exotic, form:cube, purity:4N, size:small",Out of stock
N10mm,Gas cubes,N,Nitrogen,7.0,10mm Cube,20.5,10.0,Active,Yes,"class:exotic, form:cube, purity:4N, size:small",
Xe10mm,Gas cubes,Xe,Xenon,54.0,10mm Cube,20.0,1.0,Active,Yes,"class:exotic, form:cube, purity:4N, size:small",
Kr60mm,Gas cubes,Kr,Krypton,36.0,Cube (size unknown),100.0,0.0,Active,No,"class:exotic, form:cube, purity:4N, size:small",Out of stock
Br31mm_lq,Bromine,Br,Bromine,35.0,31mm Round,26.0,0.0,Archived,No,"class:exotic, purity:none, size:small",Out of stock; Archived
Li31mm,Lithium,Li,Lithium,3.0,31mm Round,13.0,1.0,Archived,No,"class:reactive, purity:none, size:small",Archived
Na31mm_amp,Sodium,Na,Sodium,11.0,Ampoule,14.0,4.0,Archived,No,"class:reactive, purity:none, size:small",Archived
K10mm_sg,Potassium Metal Cube,K,Potassium,19.0,10mm Cube,20.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
K10mm,Potassium Metal Cube,K,Potassium,19.0,10mm Cube,50.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
K25.4mm,Potassium Metal Cube,K,Potassium,19.0,25.4mm Cube,300.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
Cl10mm,Chlorine Glass Cube,Cl,Chlorine,17.0,10mm Cube,35.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Pb10mm_mp,Lead Mirror Cube,Pb,Lead,82.0,10mm Cube,34.0,0.0,Active,No,"class:common, form:cube, purity:none, size:small",Out of stock
Pb25.4mm_dome,Lead Mirror Cube,Pb,Lead,82.0,25.4mm Cube,120.0,0.0,Active,No,"class:common, form:cube, purity:none, size:small",Out of stock
In10mm_mp,Indium Mirror Cube,In,Indium,49.0,10mm Cube,41.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:small",Out of stock
In25.4mm_dome,Indium Mirror Cube,In,Indium,49.0,25.4mm Cube,150.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:small",Out of stock
Sc_1oz,Scandium .999 1 oz Bar,Sc,Scandium,21.0,Other (Bar/Ingot),595.0,0.0,Active,No,"class:mid, form:bar, purity:none, size:small",Out of stock
Ti1oz,Titanium .995 1 oz Bar,Ti,Titanium,22.0,Other (Bar/Ingot),10.0,0.0,Active,No,"class:mid, form:bar, purity:none, size:small",Out of stock
Y1oz,Yttrium  .999 1 oz  Bar,Y,Yttrium,39.0,Other (Bar/Ingot),61.0,0.0,Active,No,"bullion, class:mid, form:bar, purity:none, size:small",Out of stock
Zr1oz,Zirconium .992 1 oz Bar,Zr,Zirconium,40.0,Other (Bar/Ingot),17.0,0.0,Active,No,"class:mid, form:bar, purity:3N, size:small",Out of stock
Zr1oz_ano,Zirconium .992 1 oz Bar,Zr,Zirconium,40.0,Other (Bar/Ingot),23.0,0.0,Active,No,"class:mid, form:bar, purity:3N, size:small",Out of stock
Tb1oz,Terbium .9995 1 oz Bar,Tb,Terbium,65.0,Other (Bar/Ingot),275.0,0.0,Active,No,"class:exotic, form:bar, purity:none, size:small",Out of stock
Lu1oz,Lutetium .9995 1 oz Bar,Lu,Lutetium,71.0,Other (Bar/Ingot),360.0,0.0,Active,No,"class:exotic, form:bar, purity:none, size:small",Out of stock
Fe1oz,Iron .999 1 oz Bar,Fe,Iron,26.0,Other (Bar/Ingot),11.55,231.0,Active,Yes,"class:common, form:bar, purity:3N, size:small",
Ta_1oz,Tantalum .999 1 oz Bar,Ta,Tantalum,73.0,Other (Bar/Ingot),95.0,0.0,Active,No,"class:mid, form:bar, purity:none, size:small",Out of stock
Dy1oz,Dysprosium .999 1 oz Bar,Dy,Dysprosium,66.0,Other (Bar/Ingot),135.0,0.0,Active,No,"class:exotic, form:bar, purity:none, size:small",Out of stock
Cd1oz,Cadmium .99995 1 oz Bar,Cd,Cadmium,48.0,Other (Bar/Ingot),25.0,0.0,Active,No,"class:mid, form:bar, purity:none, size:small",Out of stock
Er1oz,Erbium .999 1 oz Bar,Er,Erbium,68.0,Other (Bar/Ingot),100.0,0.0,Active,No,"class:exotic, form:bar, purity:none, size:small",Out of stock
Sm1oz,Samarium .999 1 oz Bar,Sm,Samarium,62.0,Other (Bar/Ingot),35.0,0.0,Active,No,"class:exotic, form:bar, purity:none, size:small",Out of stock
Hf1oz,Hafnium .999 1 oz Bar,Hf,Hafnium,72.0,Other (Bar/Ingot),225.0,0.0,Active,No,"class:mid, form:bar, purity:none, size:small",Out of stock
Ho1oz,Holmium .999 1 oz Bar,Ho,Holmium,67.0,Other (Bar/Ingot),130.0,0.0,Active,No,"class:exotic, form:bar, purity:none, size:small",Out of stock
Gd1oz,Gadolinium .999 1 oz Bar,Gd,Gadolinium,64.0,Other (Bar/Ingot),54.0,0.0,Active,No,"class:exotic, form:bar, purity:none, size:small",Out of stock
Yb1oz,Ytterbium .9999 1 oz Bar,Yb,Ytterbium,70.0,Other (Bar/Ingot),36.0,0.0,Active,No,"class:exotic, form:bar, purity:none, size:small",Out of stock
Nb1oz,Niobium .999 1 oz Bar,Nb,Niobium,41.0,Other (Bar/Ingot),19.6,0.0,Active,No,"class:mid, form:bar, purity:none, size:small",Out of stock
